datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,temp_diff,year,month,day,hour,year_month,dayofweek
2011-01-03 05:00:00,1,0,1,1,6.56,6.82,47,19.0012,0,3,3,-0.2600000000000007,2011,1,3,5,2011-1,0
2011-01-03 06:00:00,1,0,1,1,5.74,5.305,50,26.0027,0,30,30,0.4350000000000005,2011,1,3,6,2011-1,0
2011-01-03 07:00:00,1,0,1,1,5.74,6.82,50,12.998,1,63,64,-1.08,2011,1,3,7,2011-1,0
2011-01-03 08:00:00,1,0,1,1,5.74,6.06,50,19.0012,1,153,154,-0.3199999999999994,2011,1,3,8,2011-1,0
2011-01-03 09:00:00,1,0,1,1,6.56,6.82,43,26.0027,7,81,88,-0.2600000000000007,2011,1,3,9,2011-1,0
2011-01-03 10:00:00,1,0,1,1,7.38,8.335,43,16.9979,11,33,44,-0.955000000000001,2011,1,3,10,2011-1,0
2011-01-03 11:00:00,1,0,1,1,8.2,9.09,40,22.0028,10,41,51,-0.8900000000000006,2011,1,3,11,2011-1,0
2011-01-03 12:00:00,1,0,1,1,9.02,10.605,35,19.9995,13,48,61,-1.5850000000000009,2011,1,3,12,2011-1,0
2011-01-03 13:00:00,1,0,1,1,9.84,10.605,35,19.0012,8,53,61,-0.7650000000000006,2011,1,3,13,2011-1,0
2011-01-03 14:00:00,1,0,1,1,10.66,12.12,30,19.0012,11,66,77,-1.459999999999999,2011,1,3,14,2011-1,0
2011-01-03 15:00:00,1,0,1,1,10.66,12.12,30,16.9979,14,58,72,-1.459999999999999,2011,1,3,15,2011-1,0
2011-01-03 16:00:00,1,0,1,1,10.66,12.12,30,16.9979,9,67,76,-1.459999999999999,2011,1,3,16,2011-1,0
2011-01-03 17:00:00,1,0,1,1,9.84,11.365,30,15.0013,11,146,157,-1.5250000000000004,2011,1,3,17,2011-1,0
2011-01-03 18:00:00,1,0,1,1,9.84,12.88,32,7.0015,9,148,157,-3.040000000000001,2011,1,3,18,2011-1,0
2011-01-03 19:00:00,1,0,1,1,8.2,12.88,47,0.0,8,102,110,-4.6800000000000015,2011,1,3,19,2011-1,0
2011-01-03 20:00:00,1,0,1,1,8.2,11.365,47,7.0015,3,49,52,-3.165000000000001,2011,1,3,20,2011-1,0
2011-01-03 21:00:00,1,0,1,1,7.38,9.85,64,8.9981,3,49,52,-2.4699999999999998,2011,1,3,21,2011-1,0
2011-01-03 22:00:00,1,0,1,1,5.74,7.575,69,8.9981,0,20,20,-1.835,2011,1,3,22,2011-1,0
2011-01-03 23:00:00,1,0,1,1,7.38,10.605,55,7.0015,1,11,12,-3.2250000000000005,2011,1,3,23,2011-1,0
2011-01-04 00:00:00,1,0,1,1,6.56,9.09,55,7.0015,0,5,5,-2.5300000000000002,2011,1,4,0,2011-1,1
2011-01-04 01:00:00,1,0,1,1,6.56,9.09,59,7.0015,0,2,2,-2.5300000000000002,2011,1,4,1,2011-1,1
2011-01-04 02:00:00,1,0,1,1,5.74,7.575,63,8.9981,0,1,1,-1.835,2011,1,4,2,2011-1,1
2011-01-04 04:00:00,1,0,1,1,5.74,9.09,63,6.0032,0,2,2,-3.3499999999999996,2011,1,4,4,2011-1,1
2011-01-04 05:00:00,1,0,1,1,4.92,7.575,68,7.0015,0,4,4,-2.6550000000000002,2011,1,4,5,2011-1,1
2011-01-04 06:00:00,1,0,1,1,4.92,7.575,74,7.0015,0,36,36,-2.6550000000000002,2011,1,4,6,2011-1,1
2011-01-04 07:00:00,1,0,1,1,4.92,7.575,74,8.9981,2,92,94,-2.6550000000000002,2011,1,4,7,2011-1,1
2011-01-04 08:00:00,1,0,1,1,5.74,7.575,69,11.0014,2,177,179,-1.835,2011,1,4,8,2011-1,1
2011-01-04 09:00:00,1,0,1,1,6.56,7.575,64,15.0013,2,98,100,-1.0150000000000006,2011,1,4,9,2011-1,1
2011-01-04 10:00:00,1,0,1,2,6.56,6.82,69,22.0028,5,37,42,-0.2600000000000007,2011,1,4,10,2011-1,1
2011-01-04 11:00:00,1,0,1,1,9.02,10.605,51,19.9995,7,50,57,-1.5850000000000009,2011,1,4,11,2011-1,1
2011-01-04 12:00:00,1,0,1,1,9.02,11.365,51,11.0014,12,66,78,-2.3450000000000006,2011,1,4,12,2011-1,1
2011-01-04 13:00:00,1,0,1,1,9.84,11.365,56,12.998,18,79,97,-1.5250000000000004,2011,1,4,13,2011-1,1
2011-01-04 14:00:00,1,0,1,1,10.66,12.88,52,15.0013,9,54,63,-2.2200000000000006,2011,1,4,14,2011-1,1
2011-01-04 15:00:00,1,0,1,1,11.48,13.635,52,16.9979,17,48,65,-2.1549999999999994,2011,1,4,15,2011-1,1
2011-01-04 16:00:00,1,0,1,1,12.3,14.395,49,16.9979,15,68,83,-2.094999999999999,2011,1,4,16,2011-1,1
2011-01-04 17:00:00,1,0,1,1,11.48,13.635,48,15.0013,10,202,212,-2.1549999999999994,2011,1,4,17,2011-1,1
2011-01-04 18:00:00,1,0,1,1,10.66,12.88,48,12.998,3,179,182,-2.2200000000000006,2011,1,4,18,2011-1,1
2011-01-04 19:00:00,1,0,1,1,9.84,12.88,48,7.0015,2,110,112,-3.040000000000001,2011,1,4,19,2011-1,1
2011-01-04 20:00:00,1,0,1,1,9.84,12.88,48,7.0015,1,53,54,-3.040000000000001,2011,1,4,20,2011-1,1
2011-01-04 21:00:00,1,0,1,1,9.02,13.635,64,0.0,0,48,48,-4.615,2011,1,4,21,2011-1,1
2011-01-04 22:00:00,1,0,1,1,9.02,12.88,64,6.0032,1,34,35,-3.860000000000001,2011,1,4,22,2011-1,1
2011-01-04 23:00:00,1,0,1,1,8.2,11.365,69,6.0032,2,9,11,-3.165000000000001,2011,1,4,23,2011-1,1
2011-01-05 00:00:00,1,0,1,1,8.2,12.88,64,0.0,0,6,6,-4.6800000000000015,2011,1,5,0,2011-1,2
2011-01-05 01:00:00,1,0,1,1,6.56,9.85,74,6.0032,0,6,6,-3.29,2011,1,5,1,2011-1,2
2011-01-05 02:00:00,1,0,1,1,6.56,9.85,74,6.0032,0,2,2,-3.29,2011,1,5,2,2011-1,2
2011-01-05 04:00:00,1,0,1,1,9.84,11.365,48,15.0013,0,2,2,-1.5250000000000004,2011,1,5,4,2011-1,2
2011-01-05 05:00:00,1,0,1,1,9.02,11.365,47,11.0014,0,3,3,-2.3450000000000006,2011,1,5,5,2011-1,2
2011-01-05 06:00:00,1,0,1,1,8.2,9.85,47,15.0013,0,33,33,-1.6500000000000004,2011,1,5,6,2011-1,2
2011-01-05 07:00:00,1,0,1,1,7.38,9.09,43,12.998,1,87,88,-1.71,2011,1,5,7,2011-1,2
2011-01-05 08:00:00,1,0,1,1,8.2,9.09,40,19.9995,3,192,195,-0.8900000000000006,2011,1,5,8,2011-1,2
2011-01-05 09:00:00,1,0,1,1,9.02,9.85,37,22.0028,6,109,115,-0.8300000000000001,2011,1,5,9,2011-1,2
2011-01-05 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,4,53,57,-0.8300000000000001,2011,1,5,10,2011-1,2
2011-01-05 11:00:00,1,0,1,1,10.66,11.365,33,22.0028,12,34,46,-0.7050000000000001,2011,1,5,11,2011-1,2
2011-01-05 12:00:00,1,0,1,1,10.66,11.365,33,22.0028,5,74,79,-0.7050000000000001,2011,1,5,12,2011-1,2
2011-01-05 13:00:00,1,0,1,1,11.48,12.88,30,19.9995,6,65,71,-1.4000000000000004,2011,1,5,13,2011-1,2
2011-01-05 14:00:00,1,0,1,1,12.3,14.395,28,12.998,10,52,62,-2.094999999999999,2011,1,5,14,2011-1,2
2011-01-05 15:00:00,1,0,1,1,12.3,14.395,28,12.998,7,55,62,-2.094999999999999,2011,1,5,15,2011-1,2
2011-01-05 16:00:00,1,0,1,1,12.3,15.91,28,6.0032,4,85,89,-3.6099999999999994,2011,1,5,16,2011-1,2
2011-01-05 17:00:00,1,0,1,1,9.84,11.365,38,12.998,4,186,190,-1.5250000000000004,2011,1,5,17,2011-1,2
2011-01-05 18:00:00,1,0,1,1,9.84,12.12,38,8.9981,3,166,169,-2.2799999999999994,2011,1,5,18,2011-1,2
2011-01-05 19:00:00,1,0,1,1,9.84,12.88,38,7.0015,5,127,132,-3.040000000000001,2011,1,5,19,2011-1,2
2011-01-05 20:00:00,1,0,1,1,9.02,11.365,47,11.0014,7,82,89,-2.3450000000000006,2011,1,5,20,2011-1,2
2011-01-05 21:00:00,1,0,1,1,8.2,9.85,51,12.998,3,40,43,-1.6500000000000004,2011,1,5,21,2011-1,2
2011-01-05 22:00:00,1,0,1,1,7.38,9.85,55,8.9981,1,41,42,-2.4699999999999998,2011,1,5,22,2011-1,2
2011-01-05 23:00:00,1,0,1,1,8.2,12.88,47,0.0,1,18,19,-4.6800000000000015,2011,1,5,23,2011-1,2
2011-01-06 00:00:00,1,0,1,1,7.38,12.12,55,0.0,0,11,11,-4.739999999999999,2011,1,6,0,2011-1,3
2011-01-06 01:00:00,1,0,1,1,6.56,11.365,64,0.0,0,4,4,-4.805000000000001,2011,1,6,1,2011-1,3
2011-01-06 02:00:00,1,0,1,1,6.56,11.365,64,0.0,0,2,2,-4.805000000000001,2011,1,6,2,2011-1,3
2011-01-06 04:00:00,1,0,1,2,6.56,9.85,64,6.0032,0,1,1,-3.29,2011,1,6,4,2011-1,3
2011-01-06 05:00:00,1,0,1,2,5.74,9.09,69,6.0032,0,4,4,-3.3499999999999996,2011,1,6,5,2011-1,3
2011-01-06 06:00:00,1,0,1,2,5.74,8.335,63,7.0015,0,36,36,-2.5950000000000006,2011,1,6,6,2011-1,3
2011-01-06 07:00:00,1,0,1,2,6.56,11.365,59,0.0,0,95,95,-4.805000000000001,2011,1,6,7,2011-1,3
2011-01-06 08:00:00,1,0,1,1,6.56,11.365,59,0.0,3,216,219,-4.805000000000001,2011,1,6,8,2011-1,3
2011-01-06 09:00:00,1,0,1,2,7.38,12.12,51,0.0,6,116,122,-4.739999999999999,2011,1,6,9,2011-1,3
2011-01-06 10:00:00,1,0,1,1,8.2,12.88,47,0.0,3,42,45,-4.6800000000000015,2011,1,6,10,2011-1,3
2011-01-06 11:00:00,1,0,1,1,9.02,12.88,44,6.0032,2,57,59,-3.860000000000001,2011,1,6,11,2011-1,3
2011-01-06 12:00:00,1,0,1,1,10.66,14.395,35,0.0,6,78,84,-3.7349999999999994,2011,1,6,12,2011-1,3
2011-01-06 13:00:00,1,0,1,1,10.66,13.635,35,7.0015,12,55,67,-2.9749999999999996,2011,1,6,13,2011-1,3
2011-01-06 14:00:00,1,0,1,1,11.48,13.635,36,11.0014,11,59,70,-2.1549999999999994,2011,1,6,14,2011-1,3
2011-01-06 15:00:00,1,0,1,1,11.48,13.635,36,0.0,8,54,62,-2.1549999999999994,2011,1,6,15,2011-1,3
2011-01-06 16:00:00,1,0,1,1,10.66,12.88,38,11.0014,12,74,86,-2.2200000000000006,2011,1,6,16,2011-1,3
2011-01-06 17:00:00,1,0,1,1,9.02,11.365,51,11.0014,9,163,172,-2.3450000000000006,2011,1,6,17,2011-1,3
2011-01-06 18:00:00,1,0,1,1,9.02,11.365,51,8.9981,5,158,163,-2.3450000000000006,2011,1,6,18,2011-1,3
2011-01-06 19:00:00,1,0,1,1,9.02,12.88,55,6.0032,3,109,112,-3.860000000000001,2011,1,6,19,2011-1,3
2011-01-06 20:00:00,1,0,1,1,8.2,10.605,51,11.0014,3,66,69,-2.405000000000001,2011,1,6,20,2011-1,3
2011-01-06 21:00:00,1,0,1,2,9.02,10.605,55,15.0013,0,48,48,-1.5850000000000009,2011,1,6,21,2011-1,3
2011-01-06 22:00:00,1,0,1,2,9.02,10.605,51,19.0012,1,51,52,-1.5850000000000009,2011,1,6,22,2011-1,3
2011-01-06 23:00:00,1,0,1,2,8.2,9.85,59,12.998,4,19,23,-1.6500000000000004,2011,1,6,23,2011-1,3
2011-01-07 00:00:00,1,0,1,2,8.2,9.85,64,12.998,4,13,17,-1.6500000000000004,2011,1,7,0,2011-1,4
2011-01-07 01:00:00,1,0,1,2,8.2,9.85,69,15.0013,2,5,7,-1.6500000000000004,2011,1,7,1,2011-1,4
2011-01-07 02:00:00,1,0,1,2,8.2,9.85,69,15.0013,0,1,1,-1.6500000000000004,2011,1,7,2,2011-1,4
2011-01-07 04:00:00,1,0,1,2,8.2,10.605,69,8.9981,0,1,1,-2.405000000000001,2011,1,7,4,2011-1,4
2011-01-07 05:00:00,1,0,1,3,9.02,13.635,55,0.0,0,5,5,-4.615,2011,1,7,5,2011-1,4
2011-01-07 06:00:00,1,0,1,2,8.2,12.88,69,0.0,8,26,34,-4.6800000000000015,2011,1,7,6,2011-1,4
2011-01-07 07:00:00,1,0,1,1,8.2,10.605,69,8.9981,8,76,84,-2.405000000000001,2011,1,7,7,2011-1,4
2011-01-07 08:00:00,1,0,1,1,8.2,9.85,51,16.9979,20,190,210,-1.6500000000000004,2011,1,7,8,2011-1,4
2011-01-07 09:00:00,1,0,1,1,8.2,9.09,47,19.9995,9,125,134,-0.8900000000000006,2011,1,7,9,2011-1,4
2011-01-07 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,16,47,63,-0.8300000000000001,2011,1,7,10,2011-1,4
2011-01-07 11:00:00,1,0,1,2,8.2,9.85,40,15.0013,19,48,67,-1.6500000000000004,2011,1,7,11,2011-1,4
2011-01-07 12:00:00,1,0,1,2,8.2,9.85,37,16.9979,9,50,59,-1.6500000000000004,2011,1,7,12,2011-1,4
2011-01-07 13:00:00,1,0,1,2,8.2,9.09,37,19.0012,9,64,73,-0.8900000000000006,2011,1,7,13,2011-1,4
2011-01-07 14:00:00,1,0,1,2,8.2,9.85,40,16.9979,7,43,50,-1.6500000000000004,2011,1,7,14,2011-1,4
2011-01-07 15:00:00,1,0,1,2,8.2,10.605,37,11.0014,9,63,72,-2.405000000000001,2011,1,7,15,2011-1,4
2011-01-07 16:00:00,1,0,1,2,8.2,10.605,37,11.0014,5,82,87,-2.405000000000001,2011,1,7,16,2011-1,4
2011-01-07 17:00:00,1,0,1,2,8.2,12.88,37,0.0,9,178,187,-4.6800000000000015,2011,1,7,17,2011-1,4
2011-01-07 18:00:00,1,0,1,1,8.2,11.365,40,6.0032,7,116,123,-3.165000000000001,2011,1,7,18,2011-1,4
2011-01-07 19:00:00,1,0,1,1,6.56,9.85,55,6.0032,3,92,95,-3.29,2011,1,7,19,2011-1,4
2011-01-07 20:00:00,1,0,1,1,7.38,10.605,47,7.0015,1,50,51,-3.2250000000000005,2011,1,7,20,2011-1,4
2011-01-07 21:00:00,1,0,1,1,7.38,9.85,47,8.9981,0,39,39,-2.4699999999999998,2011,1,7,21,2011-1,4
2011-01-07 22:00:00,1,0,1,2,7.38,9.85,43,11.0014,2,34,36,-2.4699999999999998,2011,1,7,22,2011-1,4
2011-01-07 23:00:00,1,0,1,2,7.38,9.85,51,11.0014,1,14,15,-2.4699999999999998,2011,1,7,23,2011-1,4
2011-01-08 00:00:00,1,0,0,2,7.38,9.85,51,11.0014,1,24,25,-2.4699999999999998,2011,1,8,0,2011-1,5
2011-01-08 01:00:00,1,0,0,2,7.38,10.605,55,6.0032,1,15,16,-3.2250000000000005,2011,1,8,1,2011-1,5
2011-01-08 02:00:00,1,0,0,2,7.38,12.12,55,0.0,3,13,16,-4.739999999999999,2011,1,8,2,2011-1,5
2011-01-08 03:00:00,1,0,0,3,7.38,9.85,55,11.0014,0,7,7,-2.4699999999999998,2011,1,8,3,2011-1,5
2011-01-08 04:00:00,1,0,0,3,7.38,9.85,55,11.0014,0,1,1,-2.4699999999999998,2011,1,8,4,2011-1,5
2011-01-08 05:00:00,1,0,0,2,6.56,8.335,74,11.0014,0,5,5,-1.7750000000000012,2011,1,8,5,2011-1,5
2011-01-08 06:00:00,1,0,0,2,6.56,8.335,74,11.0014,0,2,2,-1.7750000000000012,2011,1,8,6,2011-1,5
2011-01-08 07:00:00,1,0,0,2,6.56,9.09,74,7.0015,1,8,9,-2.5300000000000002,2011,1,8,7,2011-1,5
2011-01-08 08:00:00,1,0,0,3,6.56,9.09,93,7.0015,0,15,15,-2.5300000000000002,2011,1,8,8,2011-1,5
2011-01-08 09:00:00,1,0,0,3,6.56,9.09,93,7.0015,0,20,20,-2.5300000000000002,2011,1,8,9,2011-1,5
2011-01-08 10:00:00,1,0,0,2,7.38,9.85,80,11.0014,5,56,61,-2.4699999999999998,2011,1,8,10,2011-1,5
2011-01-08 11:00:00,1,0,0,2,8.2,9.09,69,26.0027,2,60,62,-0.8900000000000006,2011,1,8,11,2011-1,5
2011-01-08 12:00:00,1,0,0,2,8.2,9.09,59,23.9994,8,90,98,-0.8900000000000006,2011,1,8,12,2011-1,5
2011-01-08 13:00:00,1,0,0,1,8.2,9.09,44,22.0028,7,95,102,-0.8900000000000006,2011,1,8,13,2011-1,5
2011-01-08 14:00:00,1,0,0,1,8.2,8.335,32,32.9975,12,83,95,-0.13500000000000156,2011,1,8,14,2011-1,5
2011-01-08 15:00:00,1,0,0,1,8.2,8.335,32,30.0026,5,69,74,-0.13500000000000156,2011,1,8,15,2011-1,5
2011-01-08 16:00:00,1,0,0,1,7.38,6.82,29,30.0026,8,68,76,0.5599999999999996,2011,1,8,16,2011-1,5
2011-01-08 17:00:00,1,0,0,1,6.56,6.06,37,36.9974,5,64,69,0.5,2011,1,8,17,2011-1,5
2011-01-08 18:00:00,1,0,0,1,5.74,6.06,39,19.9995,3,52,55,-0.3199999999999994,2011,1,8,18,2011-1,5
2011-01-08 19:00:00,1,0,0,1,5.74,6.06,36,16.9979,4,26,30,-0.3199999999999994,2011,1,8,19,2011-1,5
2011-01-08 20:00:00,1,0,0,1,4.92,6.06,36,16.9979,0,28,28,-1.1399999999999997,2011,1,8,20,2011-1,5
2011-01-08 21:00:00,1,0,0,1,4.92,5.305,39,23.9994,2,35,37,-0.3849999999999998,2011,1,8,21,2011-1,5
2011-01-08 22:00:00,1,0,0,1,4.92,5.305,36,26.0027,1,33,34,-0.3849999999999998,2011,1,8,22,2011-1,5
2011-01-08 23:00:00,1,0,0,1,4.1,3.03,39,30.0026,0,22,22,1.0699999999999998,2011,1,8,23,2011-1,5
2011-01-09 00:00:00,1,0,0,1,4.1,3.79,42,26.0027,1,24,25,0.3099999999999996,2011,1,9,0,2011-1,6
2011-01-09 01:00:00,1,0,0,1,4.1,3.03,42,31.0009,0,12,12,1.0699999999999998,2011,1,9,1,2011-1,6
2011-01-09 02:00:00,1,0,0,1,4.1,3.03,46,31.0009,0,11,11,1.0699999999999998,2011,1,9,2,2011-1,6
2011-01-09 03:00:00,1,0,0,1,4.1,3.79,46,27.9993,0,4,4,0.3099999999999996,2011,1,9,3,2011-1,6
2011-01-09 04:00:00,1,0,0,1,3.28,4.545,53,12.998,0,1,1,-1.2650000000000001,2011,1,9,4,2011-1,6
2011-01-09 05:00:00,1,0,0,1,3.28,4.545,53,12.998,0,1,1,-1.2650000000000001,2011,1,9,5,2011-1,6
2011-01-09 06:00:00,1,0,0,1,4.1,4.545,49,19.0012,0,1,1,-0.4450000000000003,2011,1,9,6,2011-1,6
2011-01-09 07:00:00,1,0,0,1,3.28,4.545,53,12.998,1,5,6,-1.2650000000000001,2011,1,9,7,2011-1,6
2011-01-09 08:00:00,1,0,0,1,4.1,4.545,49,19.0012,0,10,10,-0.4450000000000003,2011,1,9,8,2011-1,6
2011-01-09 09:00:00,1,0,0,1,4.92,3.79,46,35.0008,0,19,19,1.13,2011,1,9,9,2011-1,6
2011-01-09 10:00:00,1,0,0,1,5.74,5.305,43,26.0027,0,49,49,0.4350000000000005,2011,1,9,10,2011-1,6
2011-01-09 11:00:00,1,0,0,1,6.56,6.06,40,35.0008,2,47,49,0.5,2011,1,9,11,2011-1,6
2011-01-09 12:00:00,1,0,0,1,7.38,6.82,37,30.0026,4,79,83,0.5599999999999996,2011,1,9,12,2011-1,6
2011-01-09 13:00:00,1,0,0,1,8.2,8.335,34,30.0026,6,69,75,-0.13500000000000156,2011,1,9,13,2011-1,6
2011-01-09 14:00:00,1,0,0,1,9.02,9.09,32,31.0009,8,64,72,-0.07000000000000028,2011,1,9,14,2011-1,6
2011-01-09 15:00:00,1,0,0,1,9.02,9.85,35,23.9994,5,77,82,-0.8300000000000001,2011,1,9,15,2011-1,6
2011-01-09 16:00:00,1,0,0,1,8.2,8.335,34,30.0026,13,79,92,-0.13500000000000156,2011,1,9,16,2011-1,6
2011-01-09 17:00:00,1,0,0,1,7.38,7.575,37,26.0027,3,59,62,-0.19500000000000028,2011,1,9,17,2011-1,6
2011-01-09 18:00:00,1,0,0,1,6.56,6.82,40,22.0028,4,44,48,-0.2600000000000007,2011,1,9,18,2011-1,6
2011-01-09 19:00:00,1,0,0,1,6.56,6.82,43,22.0028,1,40,41,-0.2600000000000007,2011,1,9,19,2011-1,6
2011-01-09 20:00:00,1,0,0,1,5.74,6.06,46,16.9979,0,38,38,-0.3199999999999994,2011,1,9,20,2011-1,6
2011-01-09 21:00:00,1,0,0,1,5.74,5.305,46,27.9993,1,19,20,0.4350000000000005,2011,1,9,21,2011-1,6
