datetime,count
2011-01-26 00:00:00,8.39
2011-01-26 01:00:00,5.61
2011-01-26 02:00:00,3.13
2011-01-26 05:00:00,3.09
2011-01-26 06:00:00,24.65
2011-01-26 07:00:00,67.61
2011-01-26 08:00:00,141.64
2011-01-26 09:00:00,84.59
2011-01-26 10:00:00,51.48
2011-01-26 11:00:00,44.02
2011-01-26 12:00:00,43.69
2011-01-26 13:00:00,42.56
2011-01-26 14:00:00,41.33
2011-01-26 15:00:00,41.69
2011-01-26 16:00:00,61.91
2011-01-26 17:00:00,118.27
2011-01-27 16:00:00,79.28
2011-01-27 17:00:00,166.43
2011-01-27 18:00:00,142.47
2011-01-27 19:00:00,98.88
2011-01-27 20:00:00,66.1
2011-01-27 21:00:00,46.88
2011-01-27 22:00:00,37.68
2011-01-27 23:00:00,22.49
2011-01-28 00:00:00,13.33
2011-01-28 01:00:00,6.57
2011-01-28 02:00:00,2.2
2011-01-28 03:00:00,2.17
2011-01-28 05:00:00,5.48
2011-01-28 06:00:00,32.33
2011-01-28 07:00:00,81.51
2011-01-28 08:00:00,176.35
2011-01-28 09:00:00,77.21
2011-01-28 10:00:00,37.63
2011-01-28 11:00:00,40.29
2011-01-28 12:00:00,46.46
2011-01-28 13:00:00,48.95
2011-01-28 14:00:00,50.88
2011-01-28 15:00:00,47.23
2011-01-28 16:00:00,67.75
2011-01-28 17:00:00,161.12
2011-01-28 18:00:00,151.3
2011-01-28 19:00:00,102.73
2011-01-28 20:00:00,67.44
2011-01-28 21:00:00,45.92
2011-01-28 22:00:00,41.78
2011-01-28 23:00:00,22.28
2011-01-29 00:00:00,27.14
2011-01-29 01:00:00,21.24
2011-01-29 02:00:00,16.21
2011-01-29 03:00:00,10.52
2011-01-29 04:00:00,2.85
2011-01-29 06:00:00,3.02
2011-01-29 07:00:00,11.9
2011-01-29 08:00:00,20.41
2011-01-29 09:00:00,35.68
2011-01-29 10:00:00,62.3
2011-01-29 11:00:00,64.73
2011-01-29 12:00:00,83.07
2011-01-29 13:00:00,84.59
2011-01-29 14:00:00,83.07
2011-01-29 15:00:00,81.83
2011-01-29 16:00:00,86.11
2011-01-29 17:00:00,75.41
2011-01-29 18:00:00,70.12
2011-01-29 19:00:00,60.93
2011-01-29 20:00:00,40.96
2011-01-29 21:00:00,38.48
2011-01-29 22:00:00,30.64
2011-01-29 23:00:00,19.37
2011-01-30 00:00:00,25.38
2011-01-30 01:00:00,26.69
2011-01-30 02:00:00,20.77
2011-01-30 03:00:00,11.29
2011-01-30 04:00:00,4.74
2011-01-30 05:00:00,3.91
2011-01-30 07:00:00,9.14
2011-01-30 08:00:00,15.23
2011-01-30 09:00:00,24.68
2011-01-30 10:00:00,55.53
2011-01-30 11:00:00,61.41
2011-01-30 12:00:00,92.83
2011-01-30 13:00:00,85.57
2011-01-30 14:00:00,85.69
2011-01-30 15:00:00,92.23
2011-01-30 16:00:00,91.43
2011-01-30 17:00:00,69.68
2011-01-30 18:00:00,66.0
2011-01-30 19:00:00,44.24
2011-01-30 20:00:00,36.5
2011-01-30 21:00:00,31.77
2011-01-30 22:00:00,21.4
2011-01-30 23:00:00,12.83
2011-01-31 00:00:00,11.55
2011-01-31 01:00:00,3.26
2011-01-31 02:00:00,2.86
2011-01-31 03:00:00,2.57
2011-01-31 04:00:00,2.29
2011-01-31 05:00:00,2.35
2011-01-31 06:00:00,33.65
2011-01-31 07:00:00,81.64
2011-01-31 08:00:00,164.58
2011-01-31 09:00:00,90.16
2011-01-31 10:00:00,41.93
2011-01-31 11:00:00,41.08
2011-01-31 12:00:00,56.93
2011-01-31 13:00:00,55.97
2011-01-31 14:00:00,52.1
2011-01-31 15:00:00,48.13
2011-01-31 16:00:00,67.87
2011-01-31 17:00:00,156.17
2011-01-31 18:00:00,149.13
2011-01-31 19:00:00,124.25
2011-01-31 20:00:00,59.29
2011-01-31 21:00:00,32.49
2011-01-31 22:00:00,29.56
2011-01-31 23:00:00,17.06
2011-02-20 00:00:00,39.41
2011-02-20 01:00:00,29.17
2011-02-20 02:00:00,18.44
2011-02-20 03:00:00,9.08
2011-02-20 04:00:00,2.55
2011-02-20 06:00:00,2.93
2011-02-20 07:00:00,12.45
2011-02-20 08:00:00,26.33
2011-02-20 09:00:00,42.45
2011-02-20 10:00:00,95.47
2011-02-20 11:00:00,113.6
2011-02-20 12:00:00,133.31
2011-02-20 13:00:00,160.52
2011-02-20 14:00:00,147.17
2011-02-20 15:00:00,159.48
2011-02-20 16:00:00,153.66
2011-02-20 17:00:00,108.59
2011-02-20 18:00:00,85.33
2011-02-20 19:00:00,70.48
2011-02-20 20:00:00,56.58
2011-02-20 21:00:00,48.77
2011-02-20 22:00:00,48.15
2011-02-20 23:00:00,38.64
2011-02-21 00:00:00,24.65
2011-02-21 01:00:00,19.85
2011-02-21 02:00:00,10.0
2011-02-21 03:00:00,4.37
2011-02-21 04:00:00,3.45
2011-02-21 05:00:00,6.7
2011-02-21 06:00:00,20.52
2011-02-21 07:00:00,86.52
2011-02-21 08:00:00,130.33
2011-02-21 09:00:00,90.85
2011-02-21 10:00:00,82.26
2011-02-21 11:00:00,80.83
2011-02-21 12:00:00,89.18
2011-02-21 13:00:00,75.57
2011-02-21 14:00:00,85.77
2011-02-21 15:00:00,93.97
2011-02-21 16:00:00,85.27
2011-02-21 17:00:00,107.03
2011-02-21 18:00:00,90.94
2011-02-21 19:00:00,75.77
2011-02-21 20:00:00,54.83
2011-02-21 21:00:00,35.6
2011-02-21 22:00:00,29.83
2011-02-21 23:00:00,19.97
2011-02-22 06:00:00,31.9
2011-02-22 07:00:00,91.1
2011-02-22 08:00:00,201.99
2011-02-22 09:00:00,121.4
2011-02-22 10:00:00,47.19
2011-02-22 11:00:00,49.61
2011-02-22 12:00:00,59.63
2011-02-22 13:00:00,70.74
2011-02-22 14:00:00,68.61
2011-02-22 15:00:00,70.41
2011-02-22 16:00:00,74.97
2011-02-22 17:00:00,168.02
2011-02-22 18:00:00,163.82
2011-02-22 19:00:00,101.01
2011-02-22 20:00:00,79.75
2011-02-22 21:00:00,57.2
2011-02-22 22:00:00,32.32
2011-02-22 23:00:00,22.46
2011-02-23 00:00:00,12.75
2011-02-23 01:00:00,5.64
2011-02-23 02:00:00,2.44
2011-02-23 03:00:00,1.3
2011-02-23 05:00:00,6.06
2011-02-23 06:00:00,30.07
2011-02-23 07:00:00,91.75
2011-02-23 08:00:00,203.12
2011-02-23 09:00:00,123.54
2011-02-23 10:00:00,55.6
2011-02-23 11:00:00,60.59
2011-02-23 12:00:00,71.13
2011-02-23 13:00:00,75.51
2011-02-23 14:00:00,78.25
2011-02-23 15:00:00,77.7
2011-02-23 16:00:00,104.97
2011-02-23 17:00:00,214.42
2011-02-23 18:00:00,207.05
2011-02-23 19:00:00,131.07
2011-02-23 20:00:00,76.25
2011-02-23 21:00:00,64.97
2011-02-23 22:00:00,47.91
2011-02-23 23:00:00,26.75
2011-02-24 00:00:00,12.98
2011-02-24 01:00:00,5.53
2011-02-24 02:00:00,2.41
2011-02-24 03:00:00,2.15
2011-02-24 05:00:00,5.84
2011-02-24 06:00:00,35.46
2011-02-24 07:00:00,95.28
2011-02-24 08:00:00,238.46
2011-02-24 09:00:00,128.5
2011-02-24 10:00:00,60.56
2011-02-24 11:00:00,78.43
2011-02-24 12:00:00,89.02
2011-02-24 13:00:00,86.64
2011-02-24 14:00:00,88.9
2011-02-24 15:00:00,51.34
2011-02-24 16:00:00,63.16
2011-02-24 17:00:00,170.81
2011-02-24 18:00:00,166.61
2011-02-24 19:00:00,102.88
2011-02-24 20:00:00,78.38
2011-02-24 21:00:00,63.42
2011-02-24 22:00:00,36.88
2011-02-24 23:00:00,33.88
2011-02-25 00:00:00,13.59
2011-02-25 01:00:00,10.09
2011-02-25 02:00:00,8.42
2011-02-25 03:00:00,2.23
2011-02-25 05:00:00,7.22
2011-02-25 06:00:00,28.71
2011-02-25 07:00:00,55.02
2011-02-25 08:00:00,135.13
2011-02-25 09:00:00,72.25
2011-02-25 10:00:00,50.86
2011-02-25 11:00:00,122.21
2011-02-25 12:00:00,168.34
2011-02-25 13:00:00,167.45
2011-02-25 14:00:00,163.75
2011-02-25 15:00:00,171.79
2011-02-25 16:00:00,111.52
2011-02-25 17:00:00,184.94
2011-02-25 18:00:00,173.64
2011-02-25 19:00:00,110.26
2011-02-25 20:00:00,65.67
2011-02-25 21:00:00,51.83
2011-02-25 22:00:00,42.03
2011-02-25 23:00:00,30.81
2011-02-26 00:00:00,31.77
2011-02-26 01:00:00,23.68
2011-02-26 02:00:00,16.87
2011-02-26 03:00:00,11.18
2011-02-26 04:00:00,3.09
2011-02-26 05:00:00,2.59
2011-02-26 06:00:00,3.24
2011-02-26 07:00:00,9.1
2011-02-26 08:00:00,28.45
2011-02-26 09:00:00,50.64
2011-02-26 10:00:00,106.86
2011-02-26 11:00:00,138.32
2011-02-26 12:00:00,140.15
2011-02-26 13:00:00,146.01
2011-02-26 14:00:00,139.25
2011-02-26 15:00:00,149.83
2011-02-26 16:00:00,148.72
2011-02-26 17:00:00,117.11
2011-02-26 18:00:00,93.58
2011-02-26 19:00:00,67.95
2011-02-26 20:00:00,56.17
2011-02-26 21:00:00,45.99
2011-02-26 22:00:00,46.5
2011-02-26 23:00:00,45.36
2011-02-27 00:00:00,37.61
2011-02-27 01:00:00,31.16
2011-02-27 02:00:00,23.75
2011-02-27 03:00:00,11.48
2011-02-27 04:00:00,5.19
2011-02-27 06:00:00,2.97
2011-02-27 07:00:00,10.22
2011-02-27 08:00:00,31.63
2011-02-27 09:00:00,51.34
2011-02-27 10:00:00,91.9
2011-02-27 11:00:00,130.12
2011-02-27 12:00:00,155.99
2011-02-27 13:00:00,171.97
2011-02-27 14:00:00,198.88
2011-02-27 15:00:00,236.51
2011-02-27 16:00:00,261.32
2011-02-27 17:00:00,120.97
2011-02-27 18:00:00,98.46
2011-02-27 19:00:00,83.09
2011-02-27 20:00:00,65.19
2011-02-27 21:00:00,61.69
2011-02-27 22:00:00,50.97
2011-02-27 23:00:00,41.29
2011-02-28 00:00:00,15.91
2011-02-28 01:00:00,4.8
2011-02-28 03:00:00,1.95
2011-02-28 05:00:00,7.63
2011-02-28 06:00:00,36.04
2011-02-28 07:00:00,115.21
2011-02-28 08:00:00,222.41
2011-02-28 09:00:00,141.69
2011-02-28 10:00:00,81.58
2011-02-28 11:00:00,99.34
2011-02-28 12:00:00,118.12
2011-02-28 13:00:00,86.47
2011-02-28 14:00:00,81.1
2011-02-28 15:00:00,83.7
2011-02-28 16:00:00,97.64
2011-02-28 17:00:00,167.38
2011-02-28 18:00:00,127.89
2011-02-28 19:00:00,109.94
2011-02-28 20:00:00,103.14
2011-02-28 21:00:00,72.68
2011-02-28 22:00:00,33.59
2011-02-28 23:00:00,25.32
2011-03-20 00:00:00,42.1
2011-03-20 01:00:00,35.12
2011-03-20 02:00:00,21.87
2011-03-20 03:00:00,10.36
2011-03-20 04:00:00,4.15
2011-03-20 05:00:00,3.72
2011-03-20 06:00:00,3.73
2011-03-20 07:00:00,18.33
2011-03-20 08:00:00,45.93
2011-03-20 09:00:00,76.21
2011-03-20 10:00:00,132.74
2011-03-20 11:00:00,146.45
2011-03-20 12:00:00,156.11
2011-03-20 13:00:00,165.56
2011-03-20 14:00:00,167.46
2011-03-20 15:00:00,167.81
2011-03-20 16:00:00,163.84
2011-03-20 17:00:00,145.87
2011-03-20 18:00:00,140.2
2011-03-20 19:00:00,106.39
2011-03-20 20:00:00,77.75
2011-03-20 21:00:00,61.54
2011-03-20 22:00:00,53.3
2011-03-20 23:00:00,34.6
2011-03-21 00:00:00,11.91
2011-03-21 01:00:00,7.66
2011-03-21 02:00:00,6.26
2011-03-21 03:00:00,2.5
2011-03-21 05:00:00,5.88
2011-03-21 06:00:00,34.77
2011-03-21 07:00:00,82.17
2011-03-21 08:00:00,237.44
2011-03-21 09:00:00,139.86
2011-03-21 10:00:00,67.12
2011-03-21 11:00:00,78.76
2011-03-21 12:00:00,93.06
2011-03-21 13:00:00,116.19
2011-03-21 14:00:00,116.35
2011-03-21 15:00:00,134.55
2011-03-21 16:00:00,166.86
2011-03-21 17:00:00,337.59
2011-03-21 18:00:00,334.83
2011-03-21 19:00:00,255.58
2011-03-21 20:00:00,176.98
2011-03-21 21:00:00,102.56
2011-03-21 22:00:00,87.54
2011-03-21 23:00:00,56.39
2011-03-22 00:00:00,28.17
2011-03-22 01:00:00,7.55
2011-03-22 02:00:00,7.65
2011-03-22 03:00:00,4.12
2011-03-22 04:00:00,3.01
2011-03-22 05:00:00,11.39
2011-03-22 06:00:00,41.73
2011-03-22 07:00:00,144.35
2011-03-22 08:00:00,255.26
2011-03-22 09:00:00,148.6
2011-03-22 10:00:00,96.97
2011-03-22 11:00:00,98.25
2011-03-22 12:00:00,149.05
2011-03-22 13:00:00,115.75
2011-03-22 14:00:00,114.6
2011-03-22 15:00:00,122.02
2011-03-22 16:00:00,179.03
2011-03-22 17:00:00,358.49
2011-03-22 18:00:00,313.76
2011-03-22 19:00:00,180.67
2011-03-22 20:00:00,136.65
2011-03-22 21:00:00,89.09
2011-03-22 22:00:00,63.69
2011-03-22 23:00:00,41.48
2011-03-23 00:00:00,17.25
2011-03-23 01:00:00,8.43
2011-03-23 02:00:00,4.33
2011-03-23 03:00:00,2.38
2011-03-23 05:00:00,8.12
2011-03-23 06:00:00,43.06
2011-03-23 07:00:00,116.74
2011-03-23 08:00:00,251.44
2011-03-23 09:00:00,151.55
2011-03-23 10:00:00,68.86
2011-03-23 11:00:00,62.29
2011-03-23 12:00:00,75.82
2011-03-23 13:00:00,67.34
2011-03-23 14:00:00,86.27
2011-03-23 15:00:00,87.06
2011-03-23 16:00:00,130.14
2011-03-23 17:00:00,244.91
2011-03-23 18:00:00,178.82
2011-03-23 19:00:00,120.56
2011-03-23 20:00:00,71.56
2011-03-23 21:00:00,48.7
2011-03-23 22:00:00,40.05
2011-03-23 23:00:00,31.24
2011-03-24 00:00:00,12.46
2011-03-24 01:00:00,6.54
2011-03-24 02:00:00,5.24
2011-03-24 03:00:00,2.86
2011-03-24 04:00:00,2.32
2011-03-24 05:00:00,7.39
2011-03-24 06:00:00,37.98
2011-03-24 07:00:00,70.27
2011-03-24 08:00:00,110.41
2011-03-24 09:00:00,136.64
2011-03-24 10:00:00,57.83
2011-03-24 11:00:00,69.7
2011-03-24 12:00:00,80.72
2011-03-24 13:00:00,82.89
2011-03-24 14:00:00,84.71
2011-03-24 15:00:00,80.59
2011-03-24 16:00:00,103.52
2011-03-24 17:00:00,210.93
2011-03-24 18:00:00,193.18
2011-03-24 19:00:00,126.07
2011-03-24 20:00:00,79.46
2011-03-24 21:00:00,61.26
2011-03-24 22:00:00,50.38
2011-03-24 23:00:00,33.49
2011-03-25 00:00:00,15.95
2011-03-25 01:00:00,6.76
2011-03-25 02:00:00,3.61
2011-03-25 03:00:00,2.7775
2011-03-25 04:00:00,2.09
2011-03-25 05:00:00,8.43
2011-03-25 06:00:00,37.53
2011-03-25 07:00:00,115.21
2011-03-25 08:00:00,229.99
2011-03-25 09:00:00,144.05
2011-03-25 10:00:00,83.27
2011-03-25 11:00:00,86.68
2011-03-25 12:00:00,98.24
2011-03-25 13:00:00,91.45
2011-03-25 14:00:00,102.82
2011-03-25 15:00:00,91.69
2011-03-25 16:00:00,120.28
2011-03-25 17:00:00,208.53
2011-03-25 18:00:00,203.52
2011-03-25 19:00:00,127.52
2011-03-25 20:00:00,79.02
2011-03-25 21:00:00,65.32
2011-03-25 22:00:00,46.58
2011-03-25 23:00:00,34.37
2011-03-26 00:00:00,34.04
2011-03-26 01:00:00,27.72
2011-03-26 02:00:00,17.27
2011-03-26 03:00:00,9.6
2011-03-26 04:00:00,4.1
2011-03-26 05:00:00,3.84
2011-03-26 06:00:00,10.28
2011-03-26 07:00:00,28.49
2011-03-26 08:00:00,58.47
2011-03-26 09:00:00,90.24
2011-03-26 10:00:00,119.27
2011-03-26 11:00:00,125.8
2011-03-26 12:00:00,146.51
2011-03-26 13:00:00,157.85
2011-03-26 14:00:00,158.76
2011-03-26 15:00:00,164.69
2011-03-26 16:00:00,154.91
2011-03-26 17:00:00,146.56
2011-03-26 18:00:00,137.01
2011-03-26 19:00:00,95.23
2011-03-26 20:00:00,56.69
2011-03-26 21:00:00,50.48
2011-03-26 22:00:00,45.34
2011-03-26 23:00:00,35.13
2011-03-27 00:00:00,35.73
2011-03-27 01:00:00,25.89
2011-03-27 02:00:00,20.51
2011-03-27 03:00:00,13.51
2011-03-27 04:00:00,5.11
2011-03-27 06:00:00,8.34
2011-03-27 07:00:00,41.95
2011-03-27 08:00:00,47.88
2011-03-27 09:00:00,85.7
2011-03-27 10:00:00,103.45
2011-03-27 11:00:00,117.72
2011-03-27 12:00:00,128.28
2011-03-27 13:00:00,138.61
2011-03-27 14:00:00,153.12
2011-03-27 15:00:00,154.01
2011-03-27 16:00:00,161.51
2011-03-27 17:00:00,141.44
2011-03-27 18:00:00,117.63
2011-03-27 19:00:00,95.0
2011-03-27 20:00:00,51.65
2011-03-27 21:00:00,44.54
2011-03-27 22:00:00,43.21
2011-03-27 23:00:00,35.5
2011-03-28 00:00:00,10.78
2011-03-28 01:00:00,5.06
2011-03-28 02:00:00,3.44
2011-03-28 03:00:00,2.71
2011-03-28 05:00:00,7.1
2011-03-28 06:00:00,37.7
2011-03-28 07:00:00,114.86
2011-03-28 08:00:00,221.69
2011-03-28 09:00:00,131.84
2011-03-28 10:00:00,71.91
2011-03-28 11:00:00,67.74
2011-03-28 12:00:00,78.2
2011-03-28 13:00:00,78.25
2011-03-28 14:00:00,85.15
2011-03-28 15:00:00,88.67
2011-03-28 16:00:00,117.35
2011-03-28 17:00:00,240.26
2011-03-28 18:00:00,221.34
2011-03-28 19:00:00,140.75
2011-03-28 20:00:00,87.99
2011-03-28 21:00:00,68.03
2011-03-28 22:00:00,45.84
2011-03-28 23:00:00,28.7
2011-03-29 00:00:00,13.14
2011-03-29 01:00:00,3.68
2011-03-29 02:00:00,5.2
2011-03-29 03:00:00,2.88
2011-03-29 04:00:00,2.14
2011-03-29 05:00:00,6.07
2011-03-29 06:00:00,40.88
2011-03-29 07:00:00,116.32
2011-03-29 08:00:00,231.9
2011-03-29 09:00:00,140.79
2011-03-29 10:00:00,72.66
2011-03-29 11:00:00,76.46
2011-03-29 12:00:00,86.94
2011-03-29 13:00:00,84.3
2011-03-29 14:00:00,90.13
2011-03-29 15:00:00,97.06
2011-03-29 16:00:00,118.49
2011-03-29 17:00:00,264.41
2011-03-29 18:00:00,248.41
2011-03-29 19:00:00,152.88
2011-03-29 20:00:00,93.12
2011-03-29 21:00:00,76.58
2011-03-29 22:00:00,54.4
2011-03-29 23:00:00,29.17
2011-03-30 00:00:00,15.71
2011-03-30 01:00:00,9.42
2011-03-30 02:00:00,4.61
2011-03-30 03:00:00,3.58
2011-03-30 04:00:00,3.71
2011-03-30 05:00:00,8.27
2011-03-30 06:00:00,43.58
2011-03-30 07:00:00,137.68
2011-03-30 08:00:00,261.56
2011-03-30 09:00:00,151.33
2011-03-30 10:00:00,80.26
2011-03-30 11:00:00,80.07
2011-03-30 12:00:00,88.1
2011-03-30 13:00:00,89.94
2011-03-30 14:00:00,84.26
2011-03-30 15:00:00,53.27
2011-03-30 16:00:00,58.25
2011-03-30 17:00:00,139.74
2011-03-30 18:00:00,144.89
2011-03-30 19:00:00,104.3
2011-03-30 20:00:00,66.17
2011-03-30 21:00:00,63.82
2011-03-30 22:00:00,39.57
2011-03-30 23:00:00,25.56
2011-03-31 00:00:00,8.24
2011-03-31 01:00:00,4.9
2011-03-31 02:00:00,4.31
2011-03-31 03:00:00,2.96
2011-03-31 04:00:00,2.64
2011-03-31 05:00:00,8.07
2011-03-31 06:00:00,26.6
2011-03-31 07:00:00,81.51
2011-03-31 08:00:00,172.01
2011-03-31 09:00:00,75.8
2011-03-31 10:00:00,47.32
2011-03-31 11:00:00,58.51
2011-03-31 12:00:00,60.89
2011-03-31 13:00:00,57.28
2011-03-31 14:00:00,59.33
2011-03-31 15:00:00,41.09
2011-03-31 16:00:00,95.54
2011-03-31 17:00:00,180.15
2011-03-31 18:00:00,170.6
2011-03-31 19:00:00,127.02
2011-03-31 20:00:00,61.69
2011-03-31 21:00:00,63.43
2011-03-31 22:00:00,39.82
2011-03-31 23:00:00,32.5
2011-04-20 00:00:00,30.56
2011-04-20 01:00:00,6.6
2011-04-20 02:00:00,7.73
2011-04-20 03:00:00,4.18
2011-04-20 04:00:00,4.14
2011-04-20 05:00:00,11.93
2011-04-20 06:00:00,46.35
2011-04-20 07:00:00,160.51
2011-04-20 08:00:00,357.81
2011-04-20 09:00:00,158.69
2011-04-20 10:00:00,124.57
2011-04-20 11:00:00,126.7
2011-04-20 12:00:00,142.84
2011-04-20 13:00:00,142.09
2011-04-20 14:00:00,139.42
2011-04-20 15:00:00,135.35
2011-04-20 16:00:00,205.37
2011-04-20 17:00:00,357.67
2011-04-20 18:00:00,347.42
2011-04-20 19:00:00,297.96
2011-04-20 20:00:00,201.1
2011-04-20 21:00:00,145.61
2011-04-20 22:00:00,116.61
2011-04-20 23:00:00,71.96
2011-04-21 00:00:00,33.29
2011-04-21 01:00:00,16.38
2011-04-21 02:00:00,11.44
2011-04-21 03:00:00,4.74
2011-04-21 04:00:00,4.31
2011-04-21 05:00:00,7.18
2011-04-21 06:00:00,50.38
2011-04-21 07:00:00,144.76
2011-04-21 08:00:00,257.31
2011-04-21 09:00:00,161.94
2011-04-21 10:00:00,104.76
2011-04-21 11:00:00,128.71
2011-04-21 12:00:00,142.49
2011-04-21 13:00:00,125.97
2011-04-21 14:00:00,119.49
2011-04-21 15:00:00,122.12
2011-04-21 16:00:00,165.83
2011-04-21 17:00:00,336.66
2011-04-21 18:00:00,320.14
2011-04-21 19:00:00,209.2
2011-04-21 20:00:00,175.84
2011-04-21 21:00:00,119.12
2011-04-21 22:00:00,72.66
2011-04-21 23:00:00,42.23
2011-04-22 00:00:00,27.35
2011-04-22 01:00:00,17.92
2011-04-22 02:00:00,9.51
2011-04-22 03:00:00,5.88
2011-04-22 04:00:00,4.45
2011-04-22 05:00:00,8.37
2011-04-22 06:00:00,50.3
2011-04-22 07:00:00,131.67
2011-04-22 08:00:00,261.77
2011-04-22 09:00:00,108.3
2011-04-22 10:00:00,90.61
2011-04-22 11:00:00,76.94
2011-04-22 12:00:00,90.6
2011-04-22 13:00:00,68.36
2011-04-22 14:00:00,29.64
2011-04-22 15:00:00,72.27
2011-04-22 16:00:00,98.12
2011-04-22 17:00:00,129.43
2011-04-22 18:00:00,89.82
2011-04-22 19:00:00,88.6
2011-04-22 20:00:00,71.99
2011-04-22 21:00:00,60.02
2011-04-22 22:00:00,46.01
2011-04-22 23:00:00,43.57
2011-04-23 00:00:00,30.83
2011-04-23 01:00:00,24.89
2011-04-23 02:00:00,23.0
2011-04-23 03:00:00,16.41
2011-04-23 04:00:00,6.59
2011-04-23 05:00:00,6.32
